notes,has_complication,ssn,hospital
normal risk,False,179-73-5197,AK
normal risk,True,179-78-0944,AL
normal risk,False,180-37-5422,AR
normal risk,True,180-45-6580,AK
normal risk,False,180-55-9659,AL
normal risk,False,180-56-0809,AK
high risk,True,180-67-1590,AK
normal risk,False,180-72-1873,AL
normal risk,False,180-79-7210,AR
normal risk,False,180-80-0902,AK
normal risk,True,180-94-2317,AR
high risk,True,180-99-8749,AR
normal risk,False,181-02-9381,AK
normal risk,False,181-05-4149,AR
normal risk,True,181-07-2517,AR
normal risk,True,181-29-9840,AR
high risk,True,181-40-6333,AL
normal risk,False,181-42-0557,AK
high risk,False,181-43-1392,AL
normal risk,True,181-45-5623,AR
normal risk,False,181-47-4090,AL
high risk,False,181-81-0355,AR
normal risk,False,181-87-6074,AL
normal risk,False,181-96-1764,AK
normal risk,False,182-14-2229,AK
normal risk,False,182-16-3859,AK
high risk,True,182-29-6698,AK
high risk,True,182-42-7326,AL
normal risk,False,182-57-5289,AR
normal risk,False,182-62-0350,AK
normal risk,False,182-63-9302,AK
normal risk,True,182-71-5017,AK
normal risk,False,183-02-7888,AR
normal risk,False,183-07-5897,AK
normal risk,True,183-09-7291,AL
normal risk,False,183-24-1068,AR
normal risk,False,183-34-3515,AR
normal risk,False,183-48-1017,AL
normal risk,False,183-54-9676,AL
normal risk,False,183-55-1266,AK
normal risk,True,183-63-3956,AL
normal risk,False,183-78-6106,AR
normal risk,False,183-87-3391,AR
normal risk,False,183-88-8097,AK
normal risk,False,184-05-6768,AK
normal risk,False,184-12-4011,AL
normal risk,True,184-17-2125,AK
high risk,True,184-29-0209,AR
normal risk,False,184-52-0696,AK
normal risk,False,184-54-1721,AL
normal risk,False,184-55-7294,AK
high risk,True,184-58-7413,AL
normal risk,False,184-62-4148,AL
normal risk,False,184-72-6841,AL
normal risk,True,184-73-3955,AK
normal risk,False,184-79-7916,AR
normal risk,False,184-82-9173,AK
normal risk,False,184-90-1480,AL
normal risk,False,184-91-1902,AK
normal risk,True,184-93-1568,AR
high risk,True,184-94-9356,AL
normal risk,False,184-97-0139,AR
normal risk,True,184-97-1598,AL
normal risk,False,184-98-3245,AL
normal risk,False,185-44-1862,AR
high risk,True,185-45-2511,AK
normal risk,True,185-85-4990,AL
high risk,True,185-94-6640,AK
normal risk,False,185-99-6452,AK
high risk,False,186-04-6243,AR
normal risk,False,186-31-8174,AL
high risk,False,186-38-9746,AK
normal risk,True,186-41-0024,AR
normal risk,False,186-54-1428,AR
high risk,True,186-62-0265,AL
normal risk,False,186-83-1589,AL
normal risk,False,186-86-3580,AR
high risk,True,186-94-4699,AK
normal risk,False,186-96-4893,AL
high risk,True,187-38-3213,AK
normal risk,False,187-48-8524,AL
normal risk,True,187-84-6965,AL
normal risk,False,187-90-0927,AK
high risk,True,187-96-0329,AR
normal risk,True,188-01-4179,AR
normal risk,False,188-12-9799,AR
normal risk,False,188-15-3910,AL
high risk,True,188-20-0918,AK
high risk,True,188-23-5798,AK
normal risk,False,188-26-6508,AK
normal risk,False,188-32-7514,AK
normal risk,False,188-36-4478,AK
normal risk,False,188-57-5212,AK
normal risk,False,188-95-8154,AK
normal risk,True,189-03-7904,AK
normal risk,False,189-07-7845,AL
normal risk,False,189-08-0379,AL
normal risk,False,189-29-9865,AL
normal risk,False,189-32-0921,AL
normal risk,True,189-38-5516,AK
normal risk,False,189-55-1017,AL
normal risk,False,189-66-0848,AL
normal risk,True,189-85-2855,AR
normal risk,True,189-90-9722,AR
normal risk,True,190-06-1534,AR
normal risk,True,190-08-4157,AL
normal risk,False,190-09-3232,AR
normal risk,False,190-36-8185,AR
normal risk,True,190-53-1688,AR
high risk,True,190-61-1014,AL
normal risk,True,190-86-2779,AR
normal risk,False,190-97-6423,AL
normal risk,False,191-21-4595,AK
normal risk,True,191-33-7181,AL
normal risk,False,191-51-5466,AR
normal risk,False,191-80-6192,AK
normal risk,False,192-14-1506,AL
normal risk,True,192-26-6400,AR
normal risk,False,192-35-3303,AR
normal risk,False,192-45-2583,AK
normal risk,True,192-49-1116,AK
normal risk,False,192-60-7780,AR
normal risk,False,192-66-2168,AK
normal risk,True,192-66-7718,AR
high risk,True,192-72-1019,AK
normal risk,False,192-72-5182,AK
normal risk,False,192-81-3243,AL
normal risk,False,192-90-3137,AR
normal risk,True,193-02-4597,AR
normal risk,False,193-05-7673,AK
normal risk,False,193-09-4930,AR
normal risk,True,193-37-1760,AK
high risk,True,193-45-5093,AR
normal risk,False,193-51-3931,AR
normal risk,False,193-51-7476,AL
normal risk,True,193-52-9498,AL
normal risk,False,193-58-7267,AK
normal risk,False,193-69-2224,AL
normal risk,False,193-83-2730,AL
high risk,True,193-98-1462,AL
normal risk,True,193-99-0830,AL
normal risk,True,194-07-6030,AL
high risk,False,194-20-0655,AL
high risk,False,194-39-2307,AL
normal risk,False,194-50-3731,AK
high risk,True,194-51-9989,AK
normal risk,False,194-59-4166,AL
normal risk,False,194-87-0925,AR
normal risk,False,195-02-9167,AK
high risk,True,195-12-4627,AL
normal risk,True,195-23-1398,AR
normal risk,False,195-53-9509,AR
normal risk,False,195-54-4628,AL
high risk,True,195-67-2785,AL
normal risk,False,195-76-6721,AR
normal risk,False,195-86-0668,AL
normal risk,True,195-99-2408,AL
normal risk,False,196-12-1206,AR
normal risk,False,196-36-7450,AK
high risk,False,196-87-6380,AK
normal risk,True,196-95-0601,AK
normal risk,False,197-12-7656,AL
normal risk,False,197-20-3982,AK
normal risk,False,197-35-7518,AR
normal risk,False,197-37-0152,AK
high risk,True,197-39-1234,AK
normal risk,True,197-51-4774,AR
normal risk,False,197-54-2402,AL
normal risk,False,197-77-9806,AK
normal risk,True,197-78-6235,AL
normal risk,False,197-88-0965,AL
normal risk,False,197-97-5927,AL
normal risk,False,198-28-4977,AR
normal risk,False,198-36-0536,AL
normal risk,False,198-47-9370,AL
normal risk,True,198-52-6988,AL
normal risk,False,198-79-9285,AR
normal risk,False,199-07-3067,AK
normal risk,False,199-24-8238,AK
normal risk,False,199-51-9370,AR
normal risk,False,199-66-9350,AK
normal risk,False,199-76-2279,AR
normal risk,False,199-83-9083,AR
normal risk,False,200-28-2619,AR
high risk,False,200-35-0524,AR
high risk,True,200-49-4588,AR
normal risk,False,200-60-1341,AR
normal risk,True,200-65-4235,AL
high risk,False,200-70-2684,AK
normal risk,False,200-71-2992,AK
normal risk,False,200-81-4980,AL
normal risk,False,200-93-3771,AK
normal risk,False,200-95-3748,AK
normal risk,False,201-18-5542,AL
normal risk,False,201-20-1862,AR
normal risk,True,201-39-7865,AR
normal risk,False,201-46-7644,AR
normal risk,False,201-55-5236,AR
normal risk,False,201-55-9706,AK
normal risk,False,201-56-2733,AR
normal risk,False,201-96-4190,AR
high risk,False,202-15-0700,AL
normal risk,False,202-16-6739,AL
high risk,True,202-47-7748,AR
normal risk,True,202-48-7168,AR
normal risk,True,202-53-2902,AK
high risk,True,202-55-8224,AL
normal risk,False,202-66-7349,AK
high risk,True,202-74-8595,AR
normal risk,True,202-80-1548,AK
normal risk,False,203-13-5250,AK
normal risk,False,203-23-2835,AL
normal risk,False,203-28-0599,AK
normal risk,False,203-40-6900,AR
normal risk,False,203-41-5690,AL
normal risk,False,203-66-2672,AR
normal risk,True,203-88-5175,AR
normal risk,True,204-02-7576,AK
normal risk,False,204-22-7733,AK
normal risk,True,204-23-8258,AK
high risk,True,204-56-0016,AR
normal risk,False,204-62-2582,AL
normal risk,False,204-74-6280,AL
normal risk,True,204-76-5072,AR
normal risk,False,204-90-8227,AR
normal risk,False,205-16-1790,AL
normal risk,False,205-29-4444,AK
high risk,True,205-48-8357,AR
normal risk,False,205-51-8802,AK
normal risk,False,205-52-8150,AR
high risk,True,205-54-3794,AL
normal risk,False,205-66-5937,AL
normal risk,False,205-86-4182,AL
normal risk,True,205-95-1521,AK
normal risk,False,205-95-1930,AK
high risk,True,206-32-0795,AL
normal risk,False,206-38-4180,AK
normal risk,False,206-46-1392,AL
high risk,True,206-51-3210,AL
high risk,False,206-57-5016,AR
normal risk,False,206-58-9589,AL
normal risk,False,206-66-4138,AR
normal risk,False,206-81-8722,AR
normal risk,False,206-94-1042,AK
normal risk,False,207-10-0429,AK
normal risk,False,207-38-2873,AL
normal risk,False,207-51-2496,AK
normal risk,False,207-55-2235,AK
normal risk,True,207-62-0460,AL
normal risk,True,207-68-4335,AR
normal risk,True,207-71-6812,AL
normal risk,False,207-83-1585,AK
high risk,False,207-94-0206,AR
normal risk,True,208-04-5946,AL
normal risk,False,208-22-7778,AK
normal risk,False,208-41-3863,AR
normal risk,False,208-62-4139,AR
normal risk,False,208-77-1000,AR
normal risk,False,208-81-2950,AR
normal risk,True,208-87-2384,AL
normal risk,False,209-19-7257,AL
normal risk,False,209-37-2487,AL
high risk,True,209-41-7699,AL
normal risk,False,209-55-2566,AR
normal risk,False,209-64-2527,AK
normal risk,False,209-81-4232,AR
normal risk,False,209-84-9685,AL
normal risk,False,209-94-4142,AK
normal risk,False,210-17-3897,AK
normal risk,False,210-22-9017,AL
normal risk,False,210-29-4830,AL
normal risk,True,210-40-2306,AK
normal risk,False,210-47-7940,AK
high risk,True,210-71-3180,AR
normal risk,True,210-96-6724,AK
normal risk,True,211-04-0647,AK
normal risk,False,211-28-3856,AR
normal risk,False,211-35-3021,AR
normal risk,True,211-35-5569,AL
normal risk,True,211-48-4970,AL
normal risk,False,211-55-2001,AL
normal risk,False,211-57-2886,AL
normal risk,False,211-69-4710,AR
normal risk,True,211-69-7270,AR
normal risk,True,211-75-5792,AK
normal risk,False,211-78-2976,AK
normal risk,True,212-15-6881,AR
normal risk,False,212-28-8355,AL
normal risk,False,212-30-9186,AR
normal risk,False,212-38-3776,AK
high risk,False,212-44-3379,AK
normal risk,False,212-83-6710,AL
normal risk,True,212-86-7083,AK
normal risk,False,212-91-3776,AK
normal risk,True,212-96-5836,AL
normal risk,False,213-16-1828,AR
normal risk,False,213-31-9637,AL
normal risk,False,213-45-3111,AL
normal risk,True,213-52-8547,AL
normal risk,False,213-85-4028,AK
normal risk,False,213-88-0081,AK
normal risk,False,214-19-6351,AL
normal risk,True,214-19-9825,AR
normal risk,False,214-30-0771,AK
normal risk,False,214-41-7047,AK
normal risk,True,214-44-5033,AK
normal risk,False,214-47-1015,AL
normal risk,False,214-50-5446,AR
normal risk,False,214-68-9743,AK
normal risk,False,214-71-1440,AK
high risk,False,214-81-3636,AL
normal risk,False,214-82-1861,AK
normal risk,False,214-83-8675,AK
normal risk,False,215-38-6477,AR
normal risk,False,215-47-9511,AK
normal risk,False,215-58-3783,AK
normal risk,True,215-72-1150,AR
high risk,True,215-90-8843,AK
normal risk,False,215-91-8040,AL
normal risk,False,216-03-9495,AR
normal risk,False,216-08-4197,AK
normal risk,True,216-20-5448,AR
normal risk,True,216-38-2543,AL
normal risk,False,216-44-8163,AL
normal risk,False,216-53-0221,AR
normal risk,False,216-61-6302,AK
normal risk,True,216-63-3118,AR
normal risk,True,216-78-8317,AR
normal risk,False,217-16-9633,AK
normal risk,False,217-48-2578,AK
normal risk,False,217-77-8196,AK
high risk,True,217-85-0709,AL
normal risk,False,217-85-8292,AR
normal risk,False,217-92-3270,AR
normal risk,False,218-28-1646,AK
normal risk,False,218-30-2038,AK
normal risk,False,218-35-8536,AR
normal risk,False,218-59-6658,AL
normal risk,False,218-73-4881,AR
normal risk,False,218-93-4085,AR
normal risk,False,219-10-5376,AK
normal risk,True,219-11-3014,AL
normal risk,False,219-11-4672,AK
high risk,False,219-16-1364,AK
normal risk,True,219-20-7751,AK
normal risk,True,219-43-0012,AK
normal risk,False,219-47-0726,AL
normal risk,False,219-66-0225,AR
normal risk,False,219-67-2298,AR
normal risk,False,219-71-8453,AL
normal risk,False,219-98-2022,AR
high risk,False,220-01-6752,AL
normal risk,False,220-06-4498,AR
normal risk,True,220-13-3306,AR
normal risk,True,220-18-9149,AK
normal risk,True,220-29-1136,AL
high risk,True,220-29-5571,AR
normal risk,False,220-34-2293,AL
normal risk,False,220-34-7375,AL
normal risk,True,220-37-9519,AK
high risk,True,220-51-1112,AK
normal risk,False,220-52-9673,AK
normal risk,False,220-72-3582,AK
high risk,True,220-99-5725,AL
normal risk,False,220-99-5873,AR
high risk,True,221-23-9629,AK
normal risk,False,221-27-8284,AK
normal risk,False,221-38-1156,AK
normal risk,True,221-38-6365,AR
normal risk,True,221-42-1882,AR
normal risk,False,221-78-5799,AL
normal risk,False,221-83-5784,AR
normal risk,False,222-01-8949,AK
normal risk,False,222-07-3035,AL
normal risk,False,222-08-4483,AR
normal risk,True,222-21-5914,AL
normal risk,False,222-40-1616,AL
normal risk,False,222-49-3777,AR
normal risk,False,222-51-9721,AL
normal risk,False,222-53-2980,AL
normal risk,True,222-58-8196,AK
normal risk,True,222-59-3634,AL
high risk,True,222-80-4150,AL
normal risk,False,222-83-7899,AL
high risk,True,222-99-9511,AR
normal risk,True,223-16-0951,AK
normal risk,False,223-16-6055,AK
high risk,False,223-18-4680,AL
normal risk,True,223-45-1619,AR
normal risk,False,223-91-8801,AL
normal risk,False,224-35-2758,AR
normal risk,False,224-55-4872,AL
normal risk,False,224-58-1045,AL
normal risk,True,224-59-5529,AK
normal risk,False,224-89-0439,AL
normal risk,False,225-01-6733,AL
normal risk,False,225-03-9279,AK
normal risk,False,225-04-1452,AR
normal risk,False,225-04-1571,AR
normal risk,True,225-14-9304,AR
high risk,True,225-17-0804,AK
normal risk,True,225-20-7589,AK
normal risk,False,225-22-2837,AL
normal risk,False,225-51-0339,AK
normal risk,False,225-57-1693,AR
normal risk,False,225-68-6175,AR
normal risk,False,225-71-3614,AK
normal risk,True,225-75-2045,AR
normal risk,False,225-83-4273,AK
normal risk,False,225-85-1911,AK
normal risk,True,225-85-5947,AL
normal risk,False,225-90-8214,AR
normal risk,True,225-93-7117,AK
normal risk,True,225-99-7578,AK
normal risk,True,226-02-3269,AK
normal risk,False,226-05-7993,AK
normal risk,False,226-06-9516,AK
normal risk,False,226-42-3605,AL
normal risk,False,226-44-0282,AR
normal risk,False,226-47-1142,AL
normal risk,False,226-56-0621,AR
normal risk,False,226-56-5528,AL
high risk,True,226-65-5039,AR
normal risk,False,226-77-1190,AL
normal risk,True,226-94-9550,AR
high risk,True,226-97-7692,AK
normal risk,True,227-02-9825,AR
normal risk,False,227-20-9376,AK
normal risk,True,227-29-6722,AR
normal risk,True,227-37-9858,AL
high risk,True,227-38-3504,AL
normal risk,True,227-49-9787,AL
normal risk,False,227-50-2330,AR
normal risk,False,227-61-9408,AL
normal risk,False,227-68-1215,AK
normal risk,False,227-99-2549,AK
normal risk,True,228-04-6997,AK
normal risk,False,228-12-8840,AK
high risk,True,228-30-2317,AL
normal risk,False,228-40-1688,AR
high risk,False,228-41-3007,AR
normal risk,False,228-44-3834,AK
normal risk,False,228-46-9362,AR
normal risk,True,228-50-5842,AL
normal risk,True,228-56-5900,AL
normal risk,False,228-60-8590,AR
normal risk,False,228-61-5167,AK
normal risk,False,228-69-4607,AL
normal risk,False,228-82-1785,AL
normal risk,True,228-90-6597,AK
normal risk,False,229-01-4627,AR
normal risk,True,229-08-3901,AR
normal risk,False,229-22-5123,AR
normal risk,False,229-33-0628,AK
normal risk,False,229-40-1961,AK
normal risk,False,229-49-5294,AL
high risk,True,229-75-2500,AL
normal risk,True,229-99-6191,AL
normal risk,False,230-12-1395,AL
normal risk,False,230-13-4890,AL
high risk,False,230-36-8477,AL
high risk,True,230-48-4757,AR
normal risk,False,230-52-3002,AK
normal risk,False,230-54-4952,AL
normal risk,False,230-54-8846,AR
normal risk,False,230-66-7416,AK
normal risk,False,230-66-9237,AK
normal risk,False,230-74-8416,AL
normal risk,True,230-89-4738,AR
normal risk,False,231-09-4084,AL
normal risk,True,231-24-4348,AK
normal risk,False,231-51-5211,AR
normal risk,True,231-85-3522,AL
normal risk,False,231-98-3943,AK
normal risk,False,232-04-4803,AL
normal risk,False,232-18-2189,AR
normal risk,False,232-30-8033,AR
normal risk,True,232-42-8160,AK
normal risk,False,232-59-8055,AR
normal risk,False,232-81-6844,AL
normal risk,False,232-85-2442,AL
normal risk,False,232-87-3968,AR
high risk,True,232-90-2136,AL
normal risk,False,232-93-1448,AR
normal risk,False,233-24-5134,AR
normal risk,False,233-45-7215,AL
normal risk,False,233-51-1421,AK
normal risk,True,233-99-5896,AL
normal risk,True,234-02-6532,AR
high risk,False,234-13-1900,AL
normal risk,False,234-21-2958,AK
high risk,True,234-22-3254,AL
normal risk,True,234-57-7032,AL
normal risk,False,234-74-1584,AK
normal risk,False,234-77-2442,AR
normal risk,False,235-04-8151,AL
normal risk,False,235-04-9773,AL
normal risk,False,235-13-5886,AR
normal risk,False,235-34-1942,AL
high risk,True,235-48-8008,AK
normal risk,True,235-51-0516,AR
normal risk,False,235-66-7720,AL
normal risk,True,235-72-6983,AR
normal risk,False,235-92-8827,AL
normal risk,False,235-96-4446,AR
normal risk,False,236-15-9168,AR
high risk,True,236-31-1282,AR
normal risk,False,236-51-0193,AK
normal risk,False,236-68-6598,AR
high risk,False,236-89-0862,AL
normal risk,False,236-99-2859,AL
normal risk,True,236-99-9675,AR
normal risk,False,237-10-0774,AR
normal risk,True,237-31-4274,AR
normal risk,False,237-46-3202,AL
normal risk,True,237-80-8024,AL
normal risk,False,237-85-0062,AR
normal risk,False,238-09-3255,AL
normal risk,False,238-25-4729,AK
normal risk,False,238-26-8172,AR
normal risk,False,238-27-3637,AR
normal risk,True,238-56-3389,AL
normal risk,True,238-71-8202,AK
high risk,True,238-74-8903,AR
normal risk,False,238-82-9592,AR
normal risk,False,238-88-4762,AR
normal risk,False,238-88-7611,AR
normal risk,True,238-99-8319,AR
normal risk,False,239-13-3532,AR
normal risk,False,239-72-1380,AR
normal risk,False,239-94-4717,AR
normal risk,False,240-02-9302,AK
normal risk,True,240-08-2462,AL
normal risk,True,240-17-0726,AK
high risk,True,240-43-6354,AR
normal risk,False,240-62-0752,AL
normal risk,False,240-67-8441,AR
normal risk,False,240-68-6759,AL
high risk,True,240-83-3212,AR
normal risk,False,240-91-8383,AR
normal risk,True,240-96-1181,AL
normal risk,True,241-02-3525,AL
normal risk,False,241-07-7816,AK
normal risk,False,241-13-0105,AR
normal risk,True,241-18-3298,AK
normal risk,True,241-76-6204,AR
normal risk,False,241-92-0796,AR
high risk,False,241-96-9331,AK
normal risk,False,241-99-1032,AK
normal risk,False,242-59-0432,AL
normal risk,False,242-66-2193,AK
normal risk,False,242-69-9415,AL
normal risk,False,242-76-3830,AL
normal risk,False,242-80-3579,AR
normal risk,False,242-87-1078,AR
high risk,False,242-87-4406,AR
normal risk,False,243-03-5583,AL
high risk,True,243-17-3661,AK
normal risk,False,243-18-5475,AK
normal risk,False,243-23-4876,AK
normal risk,False,243-25-5879,AK
high risk,True,243-28-7085,AK
normal risk,False,243-34-8467,AL
high risk,False,243-35-3950,AR
normal risk,False,243-49-5203,AL
normal risk,False,243-67-9930,AR
normal risk,False,243-95-2707,AR
normal risk,False,244-01-1899,AK
high risk,True,244-16-7800,AK
normal risk,False,244-22-2822,AL
normal risk,True,244-23-9432,AL
normal risk,False,244-27-3449,AR
normal risk,False,244-36-4443,AR
normal risk,False,244-39-7647,AL
normal risk,False,244-40-4532,AL
normal risk,False,244-49-7013,AL
high risk,True,244-55-4971,AR
normal risk,True,244-62-5398,AK
normal risk,True,244-72-7217,AR
normal risk,False,244-74-9330,AK
normal risk,False,245-01-6899,AL
normal risk,False,246-10-0780,AR
normal risk,True,246-47-4178,AR
normal risk,True,246-67-1144,AK
high risk,False,246-82-3477,AL
normal risk,False,246-84-8263,AR
normal risk,False,247-06-0655,AR
normal risk,False,247-48-7327,AR
normal risk,True,247-59-9956,AR
normal risk,False,247-91-1205,AR
high risk,True,247-93-7995,AL
normal risk,False,248-10-7827,AK
normal risk,True,248-29-7325,AL
normal risk,False,248-32-7197,AR
normal risk,False,248-35-9895,AR
normal risk,True,248-39-1410,AK
high risk,True,248-51-6301,AR
normal risk,True,248-53-4272,AR
normal risk,True,248-91-8406,AL
normal risk,False,248-95-5762,AR
normal risk,False,249-29-4269,AL
normal risk,False,249-46-8731,AL
normal risk,False,249-47-4465,AK
normal risk,False,249-85-5126,AR
normal risk,False,249-99-6134,AR
normal risk,False,250-10-0610,AL
normal risk,False,250-40-9179,AR
normal risk,False,250-43-7531,AL
normal risk,False,250-49-4577,AK
normal risk,True,250-60-4165,AL
normal risk,False,250-78-9676,AR
normal risk,False,250-79-4404,AL
normal risk,False,250-93-0039,AR
normal risk,False,251-10-5467,AK
normal risk,False,251-33-6184,AL
normal risk,False,251-40-3922,AL
high risk,False,251-45-6660,AK
normal risk,True,251-47-5342,AR
high risk,True,251-84-3332,AL
normal risk,True,252-14-4010,AL
high risk,True,252-28-9737,AR
normal risk,False,252-30-5781,AR
normal risk,False,252-34-3868,AL
high risk,True,252-44-0704,AR
high risk,True,252-62-8920,AR
high risk,False,252-85-5473,AK
normal risk,False,252-87-6203,AL
high risk,True,253-11-2709,AR
normal risk,True,253-20-1918,AK
normal risk,True,253-25-6562,AR
normal risk,False,253-42-5789,AL
normal risk,True,253-54-7948,AL
normal risk,False,253-76-6441,AK
high risk,True,253-82-3990,AR
normal risk,False,254-01-0197,AR
normal risk,False,254-05-2880,AR
normal risk,False,254-10-7025,AK
normal risk,True,254-27-3265,AR
normal risk,False,254-72-4596,AL
normal risk,False,254-75-6673,AR
high risk,True,255-12-3683,AR
normal risk,False,255-36-6485,AK
normal risk,False,255-49-5902,AR
normal risk,False,255-58-0969,AK
normal risk,False,255-60-0907,AL
high risk,True,255-69-5679,AK
normal risk,False,255-80-9907,AR
normal risk,True,255-87-4623,AR
normal risk,False,255-92-1174,AR
normal risk,False,255-97-4021,AL
normal risk,False,256-70-3332,AL
normal risk,True,256-84-1992,AL
normal risk,False,256-86-6301,AR
normal risk,False,257-38-9443,AL
normal risk,True,257-39-1526,AR
normal risk,False,257-46-1394,AL
normal risk,False,257-83-3651,AK
normal risk,False,257-90-0007,AK
normal risk,False,257-94-2300,AR
normal risk,False,257-99-8932,AL
high risk,False,258-07-2727,AR
high risk,True,258-08-4110,AR
high risk,False,258-11-7547,AL
normal risk,False,258-26-9168,AL
normal risk,False,258-35-8953,AK
normal risk,False,258-35-9555,AL
normal risk,False,258-44-0305,AL
normal risk,True,258-62-9363,AR
normal risk,False,258-72-6377,AR
normal risk,False,259-07-1555,AR
normal risk,False,259-29-8459,AL
normal risk,False,259-30-5688,AK
normal risk,False,259-30-9802,AK
normal risk,False,259-37-9532,AK
normal risk,False,259-39-1947,AK
normal risk,False,259-42-8253,AK
normal risk,False,259-49-6855,AK
normal risk,False,259-53-0128,AR
normal risk,False,259-62-4963,AL
normal risk,True,259-63-6506,AL
normal risk,True,259-67-8082,AK
high risk,True,259-68-9032,AK
normal risk,True,259-77-0902,AR
normal risk,False,259-83-1414,AL
high risk,True,260-05-1479,AR
normal risk,False,260-12-9910,AL
normal risk,False,260-18-6765,AK
high risk,True,260-22-5082,AK
normal risk,False,260-53-0206,AR
normal risk,False,260-55-7611,AK
high risk,True,260-66-6946,AR
normal risk,True,260-71-0673,AL
high risk,True,260-80-3173,AK
normal risk,False,260-86-4795,AL
normal risk,False,260-92-0919,AR
normal risk,False,261-14-2663,AK
normal risk,False,261-20-9369,AL
normal risk,False,261-21-6685,AR
normal risk,True,261-24-0492,AR
high risk,False,261-24-1521,AK
normal risk,False,261-33-7198,AR
normal risk,True,261-46-5716,AK
high risk,True,261-52-9672,AK
normal risk,False,261-53-0387,AK
normal risk,False,261-60-9562,AL
normal risk,False,261-83-1048,AR
normal risk,False,261-86-7316,AL
normal risk,False,262-15-2372,AR
normal risk,False,262-16-7398,AR
high risk,False,262-32-6847,AR
normal risk,False,262-49-2839,AL
high risk,True,262-55-0132,AK
normal risk,False,262-71-1893,AK
normal risk,False,262-78-0054,AR
high risk,False,262-78-5244,AR
high risk,False,262-99-4277,AR
high risk,True,263-29-7633,AR
normal risk,False,263-61-2133,AK
normal risk,False,263-72-0666,AL
normal risk,False,263-96-8649,AR
normal risk,False,263-98-0578,AR
normal risk,False,264-03-4987,AK
normal risk,False,264-04-6772,AL
normal risk,False,264-12-4567,AR
high risk,False,264-30-6769,AR
normal risk,True,264-31-6927,AK
normal risk,True,264-41-8543,AR
normal risk,False,264-46-5780,AR
normal risk,False,264-49-3366,AR
normal risk,False,265-03-5089,AK
high risk,False,265-12-4141,AL
normal risk,False,265-32-7137,AK
normal risk,False,265-49-1092,AR
normal risk,False,265-68-1268,AR
normal risk,False,265-73-0841,AK
high risk,True,265-79-1106,AK
high risk,True,265-94-0724,AR
normal risk,False,265-97-8036,AK
high risk,True,266-24-4375,AR
normal risk,False,266-41-2203,AK
normal risk,False,266-42-9176,AK
normal risk,False,266-74-0159,AR
normal risk,True,266-80-0386,AK
high risk,True,266-98-1611,AR
normal risk,False,267-02-3642,AK
normal risk,False,267-19-3538,AR
high risk,True,267-25-5971,AK
normal risk,False,267-27-4199,AL
normal risk,False,267-28-6501,AR
normal risk,False,267-38-0829,AL
normal risk,False,267-49-9401,AR
normal risk,False,267-51-9909,AK
high risk,True,267-63-7182,AL
normal risk,False,267-66-6065,AK
normal risk,False,267-73-3255,AL
normal risk,False,267-82-9121,AK
normal risk,False,268-02-8469,AL
normal risk,False,268-21-5691,AR
normal risk,False,268-39-1801,AK
normal risk,False,268-45-7929,AK
normal risk,False,268-52-1210,AL
normal risk,False,268-66-2920,AK
normal risk,True,268-67-4469,AL
normal risk,False,268-73-7199,AL
normal risk,True,269-01-8338,AL
normal risk,False,269-07-5857,AL
normal risk,False,269-19-4747,AL
normal risk,False,269-27-5194,AK
normal risk,True,269-59-1765,AK
normal risk,False,269-61-1745,AR
normal risk,False,269-65-6275,AR
normal risk,True,269-69-1881,AK
normal risk,False,269-71-8126,AR
normal risk,False,269-76-4877,AK
high risk,True,269-78-6015,AL
normal risk,True,269-86-4084,AR
normal risk,False,270-06-6440,AK
normal risk,False,270-07-6353,AR
normal risk,False,270-36-5413,AR
normal risk,False,270-51-5103,AR
normal risk,False,270-67-2313,AL
normal risk,False,271-16-8936,AR
normal risk,False,271-23-5028,AR
high risk,True,271-28-8255,AK
normal risk,False,271-31-8631,AR
normal risk,True,271-39-7172,AR
normal risk,False,271-55-6074,AK
normal risk,False,271-81-4898,AL
normal risk,False,272-06-5674,AK
normal risk,False,272-07-6318,AK
normal risk,True,272-08-3615,AR
normal risk,True,272-15-0317,AL
normal risk,True,272-42-4751,AR
normal risk,False,272-77-5913,AK
normal risk,False,273-03-8066,AR
normal risk,False,273-06-9233,AK
normal risk,False,273-07-1508,AR
normal risk,False,273-18-0628,AL
high risk,True,273-25-2137,AK
normal risk,False,273-35-4961,AR
normal risk,False,273-42-5261,AK
normal risk,False,273-45-3310,AL
normal risk,False,273-66-7801,AK
high risk,True,273-99-3963,AL
high risk,True,274-06-6752,AL
normal risk,False,274-10-5979,AK
high risk,True,274-13-8487,AL
normal risk,False,274-21-4616,AK
normal risk,False,274-37-3524,AR
normal risk,False,274-42-9094,AK
normal risk,False,274-43-8398,AL
high risk,False,274-49-1509,AL
normal risk,True,274-55-4280,AR
normal risk,False,274-64-7426,AK
normal risk,True,274-64-7447,AL
normal risk,False,274-70-4896,AK
high risk,True,274-72-4400,AL
normal risk,False,274-79-7224,AR
normal risk,False,274-97-3867,AL
normal risk,False,275-06-9872,AL
high risk,True,275-18-2177,AK
normal risk,False,275-50-0543,AR
normal risk,False,275-54-7050,AK
normal risk,False,275-58-0158,AR
high risk,True,275-60-4780,AL
normal risk,False,275-71-5157,AR
normal risk,False,275-78-5518,AR
normal risk,False,275-99-2379,AL
normal risk,False,276-04-8071,AL
normal risk,False,276-09-7297,AR
