smokes,weight,gave_consent,ssn,notes,has_complication,hospital
yes,73.46631915948163,true,251-47-5342,normal risk,true,AR
no,58.616365248464994,true,308-29-1980,normal risk,false,AR
no,75.76148153933788,true,718-88-1238,normal risk,false,AR
yes,80.27754952688738,true,644-61-7133,normal risk,true,AR
yes,74.48282822148258,true,530-01-3388,high risk,true,AR
no,60.20960268283922,true,377-71-3124,normal risk,false,AR
no,63.8533400888126,true,858-47-1159,normal risk,true,AR
yes,59.650064441994004,true,599-77-2182,high risk,true,AR
no,76.39944536861854,true,318-49-9501,normal risk,false,AR
yes,80.67755281462452,true,105-40-7781,high risk,true,AR
no,56.03649398302926,true,637-35-7772,normal risk,false,AR
no,60.58499331022261,true,235-13-5886,normal risk,false,AR
yes,58.625941704940814,true,720-10-3988,normal risk,false,AR
no,63.42216394027412,true,783-02-1227,normal risk,true,AR
yes,64.83784164093679,true,816-53-8169,high risk,true,AR
no,59.04577809540476,true,340-93-7717,normal risk,false,AR
no,78.94051801895486,true,562-31-1741,normal risk,false,AR
no,81.97563953756351,true,704-86-1674,normal risk,true,AR
yes,79.26073849769926,true,303-68-2891,high risk,true,AR
no,86.441851575523,true,860-44-3301,high risk,false,AR
no,56.08836879754948,true,849-40-8895,normal risk,false,AR
no,80.28459898480145,true,120-09-1784,normal risk,false,AR
no,60.00129127807864,true,652-72-1280,normal risk,false,AR
no,85.4722715073002,true,396-93-6622,normal risk,false,AR
no,80.80025994090406,true,239-13-3532,normal risk,false,AR
yes,73.31920072841422,true,350-41-6835,normal risk,true,AR
no,80.09033733933606,true,734-35-5985,normal risk,false,AR
yes,82.45881642254761,true,483-97-5489,normal risk,true,AR
no,76.95352378024553,true,872-16-5241,normal risk,false,AR
no,62.33939660689302,true,757-96-1364,normal risk,false,AR
yes,89.65245148027087,true,493-83-4633,normal risk,true,AR
no,75.4446914632497,true,254-01-0197,normal risk,false,AR
no,82.58797130328666,true,214-50-5446,normal risk,false,AR
no,65.25994448805983,true,225-04-1452,normal risk,false,AR
no,59.143477879731385,true,669-92-5985,normal risk,false,AR
no,54.422458228492644,true,458-89-5247,normal risk,false,AR
yes,80.26564998367468,true,699-28-3018,high risk,true,AL
no,60.62818436260777,true,768-21-2182,normal risk,false,AL
no,73.54682091041757,true,184-54-1721,normal risk,false,AL
no,61.150907655603426,true,240-96-1181,normal risk,true,AL
no,67.02672865169059,true,798-38-6938,normal risk,false,AL
no,87.28751197742827,true,460-83-3892,normal risk,false,AL
no,59.08204912119247,true,697-28-1185,normal risk,false,AL
no,55.32325680969908,true,844-79-3312,normal risk,false,AL
no,59.69120652812012,true,583-42-6491,normal risk,false,AL
yes,89.82278401168968,true,777-01-4062,high risk,false,AL
no,57.864621633435135,true,524-42-2361,normal risk,false,AL
no,83.52113052979874,true,746-42-6651,normal risk,false,AL
no,81.39091961566689,true,589-17-2470,normal risk,false,AL
no,80.25918298892864,true,829-18-4543,normal risk,true,AL
no,62.21736552237638,true,633-66-8444,normal risk,false,AL
yes,61.18089875005178,true,082-80-8269,normal risk,false,AL
yes,59.11952024379625,true,846-35-5078,normal risk,false,AL
no,78.52656278284313,true,304-74-6567,normal risk,false,AL
no,62.53701637439687,true,501-53-4637,normal risk,false,AL
no,58.385308432792236,true,121-02-9527,normal risk,true,AL
no,62.28433169373922,true,005-46-3387,normal risk,true,AL
no,64.11362601870132,true,101-22-2481,normal risk,false,AL
no,59.51826143862439,true,738-77-9397,normal risk,false,AL
no,56.281580509346554,true,415-57-4777,normal risk,false,AL
no,60.662091885659606,true,283-63-4335,normal risk,true,AL
no,64.90235491578376,true,062-93-4406,normal risk,false,AL
yes,81.68849414920996,true,281-50-0879,normal risk,true,AL
no,81.09746774317878,true,026-44-8127,normal risk,false,AL
no,78.84912945050473,true,019-89-3585,normal risk,false,AL
no,61.86608389010058,true,078-75-6935,normal risk,false,AL
no,55.62524555377237,true,449-39-8413,normal risk,false,AL
no,71.7697746846353,true,008-30-7164,normal risk,false,AL
yes,60.5239977138602,true,665-90-9711,normal risk,true,AL
yes,70.5960344765592,true,140-22-5394,high risk,false,AL
no,62.140332153143575,true,804-77-6382,normal risk,true,AL
no,62.91715216345679,true,678-74-1946,normal risk,true,AL
yes,59.99509945420479,true,608-26-9173,high risk,true,AL
yes,62.38738140214627,true,734-55-3394,high risk,false,AL
yes,58.764934681758845,true,181-40-6333,high risk,true,AL
no,77.36417423184457,true,184-72-6841,normal risk,false,AL
no,61.482749804301505,true,350-54-5698,normal risk,false,AL
no,63.67979261152972,true,533-67-0683,normal risk,false,AL
yes,57.80206100767529,true,614-78-6719,high risk,true,AL
no,89.14779740190403,true,850-39-8174,normal risk,false,AL
yes,57.04716563799402,true,893-86-9164,normal risk,true,AL
no,78.97936275505486,true,615-02-9330,normal risk,false,AL
no,79.79926850070909,true,570-75-9669,normal risk,true,AL
yes,57.42511743855306,true,385-11-3430,high risk,true,AL
yes,58.85308464937704,true,247-93-7995,high risk,true,AL
no,93.49674899799487,true,345-41-8597,high risk,true,AL
yes,57.63977413686764,true,142-48-7056,normal risk,true,AL
no,63.036615049366674,true,744-98-2166,normal risk,false,AL
no,70.91803260922988,true,208-87-2384,normal risk,true,AL
yes,56.848710133205294,true,125-93-3063,high risk,true,AL
no,56.58749868744682,true,097-96-7403,normal risk,false,AL
no,59.533142468248684,true,578-95-3726,normal risk,false,AL
no,66.16318176951705,true,200-65-4235,normal risk,true,AL
yes,72.26888899722063,true,724-61-3215,high risk,true,AL
yes,87.57773942478768,true,492-19-8086,high risk,true,AL
no,60.3290264576082,true,036-48-0019,normal risk,false,AL
no,62.279991253257805,true,840-77-5389,normal risk,false,AL
no,54.63743698630054,true,007-26-1703,normal risk,false,AL
no,85.98185421823571,true,104-52-4165,normal risk,false,AL
no,60.13804789094912,true,795-69-8036,normal risk,true,AL
yes,60.11563561533431,true,440-74-8899,high risk,true,AL
yes,65.1090810560138,true,234-13-1900,high risk,false,AL
no,60.18484451259133,true,759-84-8873,normal risk,false,AL
yes,60.90392314837336,true,684-16-0131,high risk,false,AL
yes,56.79304409288459,true,860-21-5429,high risk,true,AL
no,61.512695961830644,true,361-95-0756,normal risk,true,AL
no,60.97041170248281,true,833-72-8523,normal risk,false,AL
yes,55.203430609173544,true,642-42-2066,high risk,true,AL
no,62.26613251456214,true,027-14-9237,normal risk,false,AL
no,82.62989516189215,true,593-32-3995,normal risk,true,AL
no,85.08942724517277,true,833-25-0689,normal risk,true,AL
yes,72.33666306137954,true,094-08-2521,high risk,true,AL
no,62.94895609863319,true,497-69-8718,normal risk,false,AL
no,57.98341830412999,true,844-25-3185,normal risk,false,AK
yes,62.44978177964352,true,549-17-1249,high risk,true,AK
no,62.133337198094466,true,191-80-6192,normal risk,false,AK
no,78.23214236669287,true,841-86-6361,normal risk,true,AK
no,79.84670567531607,true,519-44-9389,normal risk,false,AK
yes,75.66869972776333,true,718-48-5525,high risk,true,AK
no,59.81845486213167,true,317-86-9206,normal risk,false,AK
yes,86.98519364570767,true,890-61-4144,normal risk,true,AK
no,77.88105885436312,true,806-40-9502,normal risk,false,AK
no,84.74267124333521,true,704-28-4041,normal risk,false,AK
yes,57.660405309859904,true,379-62-3642,normal risk,false,AK
yes,75.24863309688035,true,421-17-4462,high risk,true,AK
no,57.93259019594679,true,045-30-1753,normal risk,false,AK
no,80.72370771309103,true,416-22-3742,normal risk,false,AK
no,81.7477340961209,true,128-46-3219,normal risk,false,AK
no,65.18380146832362,true,180-56-0809,normal risk,false,AK
no,56.77745995708318,true,359-85-6342,normal risk,true,AK
no,60.632135067151644,true,832-54-1289,normal risk,false,AK
no,60.76189784933101,true,645-09-2978,normal risk,false,AK
no,78.91497906370695,true,520-05-3269,normal risk,true,AK
no,59.061670728234326,true,722-21-7476,normal risk,true,AK
no,79.895334427137,true,768-30-4549,normal risk,false,AK
no,81.59843361302465,true,080-10-0162,normal risk,false,AK
no,81.51444043927309,true,095-83-5387,normal risk,false,AK
no,58.63839642430095,true,572-40-9577,normal risk,false,AK
yes,58.379574812511294,true,343-25-6283,normal risk,true,AK
no,79.51034408962953,true,807-08-6126,normal risk,false,AK
yes,80.23495154420007,true,075-14-7169,high risk,true,AK
no,65.8140504711554,true,060-17-8525,normal risk,false,AK
yes,81.84685601654446,true,392-39-1747,normal risk,true,AK
no,88.05173512987724,true,646-90-2002,normal risk,false,AK
no,75.80405240716003,true,418-17-1112,normal risk,false,AK
no,57.55107145839554,true,792-67-3575,normal risk,true,AK
no,76.65204408681738,true,721-49-4644,normal risk,false,AK
no,63.280040766808064,true,479-47-6231,normal risk,false,AK
no,57.17841715650784,true,493-16-2333,normal risk,false,AK
no,59.237271626961636,true,334-93-8054,normal risk,false,AK
no,89.22124492665182,true,804-78-8036,normal risk,false,AK
no,66.7523821054327,true,444-83-1895,normal risk,true,AK
no,72.862663168361,true,029-93-2430,normal risk,false,AK
no,86.67967520868021,true,529-70-2347,high risk,false,AK
no,61.356607684849294,true,266-41-2203,normal risk,false,AK
yes,58.41807261145651,true,226-02-3269,normal risk,true,AK
no,79.16215776138397,true,330-93-7717,normal risk,false,AK
no,53.98830525887838,true,560-03-2654,normal risk,false,AK
no,65.62297694324884,true,271-55-6074,normal risk,false,AK
no,62.1531492487445,true,342-85-5738,normal risk,false,AK
no,61.15097915153978,true,536-27-0060,normal risk,false,AK
no,82.1214345685694,true,723-97-6548,normal risk,false,AK
no,56.03176101038649,true,775-67-8179,normal risk,false,AK
no,59.41058274252778,true,767-78-6534,normal risk,true,AK
yes,57.52776530124669,true,839-55-3054,high risk,true,AK
no,63.979159869084135,true,856-28-6074,normal risk,true,AK
yes,81.74398001084919,true,836-66-1960,normal risk,true,AK
yes,84.91970267694168,true,601-64-4581,normal risk,false,AK
no,79.20900772848185,true,403-68-3658,normal risk,true,AK
no,72.05835100199536,true,225-51-0339,normal risk,false,AK
no,60.325981124087285,true,192-72-5182,normal risk,false,AK
no,62.73029285319572,true,145-12-1915,normal risk,false,AK
no,72.71569797124603,true,041-83-5185,normal risk,false,AK
yes,56.956901033294216,true,212-44-3379,high risk,false,AK
no,83.59853043537878,true,725-32-5181,normal risk,false,AK
no,75.76471483967674,true,450-07-9037,normal risk,false,AK
yes,85.66704502891763,true,711-58-7692,normal risk,true,AK
no,58.97624581524763,true,481-41-3827,normal risk,false,AK
no,62.56051900388224,true,711-98-5737,normal risk,false,AK
no,82.08078565701783,true,707-86-2597,normal risk,false,AK
no,58.87912070919533,true,714-56-5679,normal risk,true,AK
no,77.4846942572154,true,500-24-5650,normal risk,false,AK
no,77.6200649025408,true,556-65-0885,normal risk,false,AK
no,62.57347335176862,true,039-07-2975,normal risk,false,AK
no,60.952070866627004,true,836-38-6449,normal risk,true,AK
yes,58.772803399874846,true,366-85-0497,normal risk,false,AK
no,61.64870054193526,true,493-82-4514,normal risk,false,AK
yes,71.09854327546942,true,761-31-5342,normal risk,true,AR
no,61.908948148192316,true,750-50-8526,normal risk,false,AR
no,81.99662718489787,true,247-91-1205,normal risk,false,AR
yes,85.30179711319079,true,850-48-0274,high risk,true,AR
yes,58.938500209725674,true,580-28-6974,high risk,true,AR
no,89.25405084486101,true,309-68-2177,high risk,false,AR
no,58.54699196251243,true,397-83-9171,normal risk,false,AR
no,61.376397361088095,true,521-49-9198,normal risk,false,AR
no,69.72576858945936,true,635-86-4411,normal risk,true,AR
no,66.41219437257732,true,557-85-0956,normal risk,true,AR
no,84.19024291976642,true,563-07-9530,normal risk,false,AR
yes,62.66899024636585,true,006-19-1181,normal risk,true,AR
yes,67.7337003672515,true,676-29-7194,normal risk,true,AR
no,55.43981340044717,true,603-66-5326,normal risk,false,AR
no,84.37544105738068,true,112-55-6329,normal risk,false,AR
no,59.04212821929697,true,539-01-3059,normal risk,false,AR
no,65.80513181192376,true,626-77-1087,normal risk,false,AR
no,58.47728314587367,true,471-14-4582,normal risk,false,AR
no,81.01080312768585,true,866-37-7649,normal risk,false,AR
no,72.1900302055566,true,412-24-7502,normal risk,false,AR
no,89.08583014184245,true,105-27-8794,normal risk,false,AR
no,59.40144386829534,true,829-09-0249,normal risk,false,AR
no,58.12825207260444,true,157-47-0886,normal risk,false,AR
no,61.06205705461875,true,393-95-6586,normal risk,false,AR
no,59.90613915825979,true,596-56-4049,normal risk,false,AR
no,81.43212538519047,true,499-92-0675,normal risk,false,AR
yes,55.824631645528854,true,380-25-3972,high risk,false,AR
no,58.67757168950247,true,088-64-6476,normal risk,false,AR
yes,88.27616369851454,true,686-98-0657,high risk,true,AR
no,52.24994245434238,true,165-46-2852,normal risk,false,AR
no,80.31273438234095,true,873-88-6494,normal risk,false,AR
yes,62.362222821255685,true,444-51-4093,high risk,false,AR
no,81.91111600327895,true,216-20-5448,normal risk,true,AR
no,58.17691637414973,true,145-14-0388,normal risk,false,AR
yes,78.74900145407312,true,462-15-6403,high risk,false,AR
no,56.35938324975862,true,845-55-4188,normal risk,false,AR
no,63.710922635593946,true,529-79-9304,normal risk,false,AR
yes,82.45244322554909,true,338-75-0218,high risk,false,AR
no,82.16493278071692,true,201-20-1862,normal risk,false,AR
yes,84.68964978185225,true,258-72-6377,normal risk,false,AR
no,57.24123903216983,true,788-30-9578,normal risk,false,AR
no,78.78922635384075,true,114-70-9294,normal risk,false,AR
no,58.683154562717604,true,706-17-8876,normal risk,false,AR
no,77.91102292492886,true,286-68-0148,normal risk,false,AR
no,70.63425144733147,true,833-84-8622,normal risk,false,AR
no,90.19148454059162,true,502-40-4571,normal risk,true,AR
no,55.48265671089401,true,430-51-4611,normal risk,false,AR
no,84.18462862193408,true,510-27-3528,normal risk,false,AR
no,60.906943456597894,true,418-25-0349,normal risk,false,AR
no,58.19906233719081,true,784-46-0710,normal risk,false,AR
no,87.11813065219313,true,080-64-2854,high risk,false,AR
no,72.56664999215803,true,368-06-0033,normal risk,true,AR
yes,60.32899818937144,true,711-16-1049,normal risk,true,AR
yes,85.33364097416114,true,555-08-0562,normal risk,true,AR
no,77.56860615816645,true,851-36-6809,normal risk,false,AR
no,75.59693831118803,true,815-08-7328,normal risk,false,AR
no,73.98456791277583,true,699-12-7936,normal risk,false,AR
no,72.06103052553004,true,548-19-4684,normal risk,false,AR
no,83.83820971083739,true,036-55-7129,normal risk,true,AR
no,56.950973824241025,true,704-66-4610,normal risk,true,AR
no,75.10175258925756,true,744-85-6251,normal risk,false,AR
no,58.04533119329663,true,043-12-7884,normal risk,false,AR
no,57.22706502729358,true,615-91-1021,normal risk,false,AR
no,62.62663092323849,true,585-90-8423,normal risk,false,AR
no,83.34917757195923,true,511-84-8785,normal risk,false,AR
no,72.51123586510883,true,415-99-7802,normal risk,false,AR
no,54.12108763029694,true,510-19-8522,normal risk,false,AR
no,90.53935653096248,true,348-30-2677,normal risk,false,AR
no,62.83570987060365,true,516-43-3203,normal risk,false,AR
no,56.62012952008645,true,876-43-3323,normal risk,false,AR
yes,61.70492995085887,true,537-67-4245,normal risk,true,AR
no,67.1631223363456,true,300-47-9833,normal risk,false,AR
no,55.91460330553183,true,130-70-0212,normal risk,true,AR
no,59.78022226966977,true,458-73-6858,normal risk,false,AR
no,83.07299180797244,true,857-81-6049,normal risk,false,AR
no,61.82023602859236,true,483-80-3789,normal risk,true,AR
no,64.76962869291177,true,367-06-5908,normal risk,false,AR
no,78.1836463746699,true,021-63-5061,normal risk,true,AR
no,77.17599009885222,true,327-55-6970,normal risk,false,AR
no,62.740540558404774,true,011-81-7059,normal risk,false,AR
no,84.30423013782325,true,696-30-6440,normal risk,false,AL
no,83.17877543759703,true,708-56-6026,normal risk,false,AL
yes,81.62029688922539,true,016-92-2516,high risk,true,AL
no,64.92778708504358,true,226-56-5528,normal risk,false,AL
yes,63.03700750451823,true,397-46-8583,normal risk,true,AL
no,59.27757985523138,true,617-49-5173,normal risk,false,AL
no,60.07948779663794,true,862-84-1300,normal risk,false,AL
no,62.77998437908953,true,044-80-5978,normal risk,false,AL
no,69.19629775323784,true,838-58-3734,normal risk,false,AL
no,54.6796394621211,true,831-35-2180,normal risk,false,AL
no,60.229794749924416,true,100-89-8041,normal risk,false,AL
no,72.86658329990895,true,651-86-4807,normal risk,false,AL
yes,76.63478847289636,true,778-79-5435,normal risk,true,AL
yes,77.27921063039912,true,222-80-4150,high risk,true,AL
no,59.92824281035108,true,022-15-1780,normal risk,false,AL
no,53.91635609296692,true,107-73-4815,normal risk,false,AL
no,59.944687033849036,true,296-37-3902,normal risk,false,AL
no,81.70391752102074,true,351-17-8497,normal risk,false,AL
no,57.90812379388119,true,868-20-9340,normal risk,false,AL
no,83.8786678051014,true,433-05-0941,normal risk,false,AL
no,81.35236254944293,true,251-40-3922,normal risk,false,AL
no,56.91546944397505,true,758-27-6722,normal risk,false,AL
no,54.546247114700826,true,739-21-4609,normal risk,false,AL
no,76.87988460525831,true,613-75-2673,normal risk,true,AL
no,61.228762088221906,true,231-85-3522,normal risk,true,AL
no,74.21454840699445,true,308-97-7845,normal risk,false,AL
no,64.11401872188897,true,115-70-7979,normal risk,false,AL
yes,78.72115243113618,true,824-40-9234,high risk,true,AL
no,61.54640830724819,true,313-24-6455,normal risk,true,AL
no,80.19987938200738,true,107-38-6982,normal risk,false,AL
no,74.21192361361793,true,010-30-0604,normal risk,false,AL
no,57.69712207185022,true,628-08-9730,normal risk,false,AL
no,83.66394438866612,true,894-80-7516,normal risk,false,AL
yes,62.47604058755047,true,554-44-7112,normal risk,true,AL
yes,74.23440939868894,true,662-55-7022,high risk,false,AL
no,90.82889798635675,true,171-45-9742,normal risk,true,AL
yes,79.06531417812334,true,493-09-0476,high risk,true,AL
no,58.613016449110376,true,516-99-1197,normal risk,false,AL
no,75.75917430336139,true,126-74-4767,normal risk,false,AL
no,62.102797787161954,true,374-34-6760,normal risk,false,AL
no,83.6308439775676,true,036-09-2370,normal risk,false,AL
no,79.36134474818626,true,442-50-1471,normal risk,false,AL
yes,60.89535412933693,true,340-53-9215,normal risk,false,AL
yes,65.94576181266635,true,608-21-2465,normal risk,true,AL
yes,82.14989141285143,true,503-13-1576,high risk,false,AL
no,79.0934364149685,true,584-68-1649,normal risk,false,AL
no,58.77496868758813,true,386-50-6545,normal risk,true,AL
no,56.85570196329201,true,632-06-8640,normal risk,false,AL
no,59.41844597892001,true,677-87-7572,normal risk,false,AL
no,59.30067787996,true,367-09-6660,normal risk,false,AL
no,62.94548965991289,true,396-53-7569,normal risk,false,AL
yes,82.9080974501723,true,490-35-9667,normal risk,false,AL
no,76.8596406559544,true,052-88-8425,normal risk,false,AL
no,76.04693994549923,true,710-62-4077,normal risk,false,AL
no,60.6831518842443,true,440-70-0114,normal risk,true,AL
yes,81.75920353053539,true,319-81-9051,high risk,true,AL
no,63.248850270923,true,767-39-3540,normal risk,false,AL
no,77.0856911299062,true,111-41-7659,normal risk,false,AL
no,75.91384614530787,true,141-55-0938,normal risk,false,AL
no,62.54099715260887,true,817-57-0521,normal risk,false,AL
no,60.258360320810496,true,625-79-0747,normal risk,false,AL
no,83.53363154371505,true,273-18-0628,normal risk,false,AL
no,80.57794056368998,true,653-96-0409,normal risk,false,AL
no,58.05514110224279,true,158-33-8477,normal risk,true,AL
no,90.83615586744095,true,585-15-8804,normal risk,true,AL
no,69.0626783817736,true,883-41-4040,normal risk,false,AL
yes,80.80419343002877,true,353-66-5326,high risk,false,AL
no,85.8727602942349,true,332-67-3972,normal risk,true,AL
no,64.06908576100798,true,756-71-5587,normal risk,true,AL
yes,57.63946250477032,true,537-76-2105,normal risk,true,AL
no,76.59696873758544,true,673-38-1909,normal risk,true,AL
no,58.07442426890858,true,212-83-6710,normal risk,false,AL
no,82.0499546355267,true,240-62-0752,normal risk,false,AL
no,85.63429560124413,true,009-68-3820,normal risk,false,AL
no,62.825467401873226,true,899-87-2132,normal risk,false,AL
no,94.5611235510519,true,447-82-5727,normal risk,false,AL
no,58.79107226637866,true,766-79-6377,normal risk,true,AL
no,57.23039960552255,true,060-13-0793,normal risk,false,AL
no,78.88441879977493,true,197-12-7656,normal risk,false,AL
no,84.11083827382937,true,361-07-9438,normal risk,false,AL
no,80.9919482296859,true,337-01-2265,normal risk,false,AL
no,59.79793072366959,true,335-99-6755,normal risk,true,AL
yes,80.54402304634348,true,884-04-9749,normal risk,true,AL
no,60.69913681325363,true,887-53-5239,normal risk,false,AL
no,85.94282984670679,true,734-38-0354,high risk,false,AL
yes,84.01078491246933,true,594-81-2739,normal risk,false,AL
yes,78.91943551744875,true,537-24-6126,high risk,true,AL
no,82.77578438352774,true,086-59-7111,normal risk,false,AL
no,60.74832870318038,true,193-69-2224,normal risk,false,AL
no,60.52055520975732,true,504-39-4371,normal risk,false,AL
yes,60.57452603188104,true,572-65-7457,high risk,true,AL
no,83.06843427315336,true,296-89-2563,normal risk,false,AL
no,82.90513050075849,true,145-88-4870,normal risk,false,AL
no,60.36893162972846,true,214-47-1015,normal risk,false,AL
no,60.139831474041074,true,383-10-1516,normal risk,true,AL
no,79.19575109373999,true,894-27-2641,normal risk,false,AL
yes,81.31030544263704,true,539-52-2151,normal risk,true,AL
yes,73.83203671045146,true,385-86-3219,high risk,false,AL
no,60.791167126357934,true,081-40-9377,normal risk,true,AL
no,57.26550641569366,true,363-90-1344,normal risk,true,AL
no,58.947426000005606,true,148-68-7521,normal risk,false,AL
no,61.4748777775191,true,393-95-0087,normal risk,false,AL
yes,58.62124645640352,true,600-80-7056,high risk,true,AL
yes,63.06492547043247,true,383-37-9071,normal risk,true,AL
yes,83.34225549585031,true,887-77-6288,normal risk,false,AL
no,59.51087786552583,true,442-04-6449,normal risk,true,AL
no,62.863223803676846,true,027-82-2208,normal risk,false,AL
no,80.93875526557377,true,768-76-6920,normal risk,false,AL
no,58.21394620929521,true,426-91-8398,normal risk,false,AL
no,89.16127687955877,true,088-11-6837,high risk,false,AL
no,60.248916093832314,true,120-02-8284,normal risk,false,AL
no,82.03185257088137,true,795-78-1368,normal risk,false,AL
no,79.91963856051093,true,894-55-4056,normal risk,false,AL
no,57.5149487283424,true,798-55-2913,normal risk,false,AL
no,57.01133510831184,true,775-80-5862,normal risk,false,AL
yes,73.98635676985349,true,734-96-3688,high risk,true,AL
yes,87.37839658552288,true,726-01-9219,high risk,true,AL
yes,59.59492829170619,true,621-20-7212,high risk,true,AL
no,70.41526588526236,true,641-21-8060,normal risk,false,AL
no,58.42768368005935,true,378-90-3820,normal risk,false,AL
no,76.20708229969027,true,155-18-5575,normal risk,false,AL
yes,55.8664735223544,true,535-92-3490,normal risk,true,AL
no,61.60411845947363,true,413-75-8532,normal risk,false,AL
no,71.74714886424327,true,401-98-9821,normal risk,false,AL
no,59.40309910608845,true,419-40-7218,normal risk,false,AL
no,84.14395868547041,true,887-60-9928,normal risk,false,AL
no,75.2280686550198,true,301-82-6975,normal risk,false,AL
no,59.03612834940941,true,396-15-2613,normal risk,false,AL
no,62.081986794238624,true,414-63-0007,normal risk,false,AL
no,58.47040914465193,true,554-89-1798,normal risk,true,AL
no,84.17858387446992,true,374-77-9060,normal risk,false,AL
no,57.41032652678852,true,648-69-1519,normal risk,false,AL
no,59.73931810777794,true,763-13-1305,normal risk,false,AL
yes,82.85818067930953,true,461-43-9907,high risk,true,AL
no,82.31707683088948,true,244-22-2822,normal risk,false,AL
no,54.640942459441725,true,572-36-4613,normal risk,false,AL
no,79.53627900917087,true,132-73-2880,normal risk,false,AL
no,82.08530250889552,true,487-98-8357,normal risk,false,AL
no,62.70910288998834,true,391-91-4518,normal risk,true,AL
no,63.764144668115634,true,895-10-7547,normal risk,false,AL
yes,63.54158952398444,true,060-22-3218,normal risk,true,AL
no,56.62750007303466,true,406-72-3269,normal risk,false,AL
no,75.23219973720545,true,235-04-9773,normal risk,false,AL
no,57.052764862246285,true,081-33-6286,normal risk,false,AL
no,63.68989056931143,true,157-45-7085,normal risk,false,AL
no,59.70156015932128,true,769-50-8126,normal risk,false,AL
no,79.24731437797742,true,142-53-8460,normal risk,false,AL
no,62.616914338456375,true,611-98-0925,normal risk,false,AL
no,76.19508274686964,true,499-73-3222,normal risk,false,AL
yes,81.70906224523712,true,333-24-3937,normal risk,true,AL
no,82.96835398641208,true,291-77-7421,normal risk,false,AL
no,80.23661104629177,true,710-99-9730,normal risk,false,AL
no,79.61879764195265,true,133-58-0477,normal risk,false,AL
yes,65.75925749367372,true,179-24-9282,high risk,true,AL
no,74.56664932964527,true,235-66-7720,normal risk,false,AL
yes,61.32136021915983,true,084-47-0099,normal risk,false,AL
no,80.30032597864296,true,279-33-9917,normal risk,false,AL
no,81.93417154800187,true,788-67-7705,normal risk,false,AL
no,72.05718128593644,true,769-33-9453,normal risk,false,AL
no,75.40990923466508,true,075-21-3843,normal risk,false,AL
yes,58.294638050377486,true,695-34-3344,normal risk,true,AL
yes,61.834898937571836,true,460-36-7391,normal risk,true,AL
no,89.03633693657129,true,335-09-5403,high risk,false,AL
no,86.05471444029268,true,520-46-1280,normal risk,false,AL
no,65.12297170756678,true,405-13-4409,normal risk,false,AL
no,78.01107776620566,true,441-26-5402,normal risk,false,AL
no,59.30580298899081,true,256-70-3332,normal risk,false,AL
no,75.4382905157235,true,189-66-0848,normal risk,false,AL
no,78.96610261126693,true,872-51-7366,normal risk,false,AL
no,49.57410312628962,true,756-51-9742,normal risk,true,AL
yes,56.12777715082334,true,581-67-6092,normal risk,true,AL
no,74.77514247721525,true,829-54-0798,normal risk,true,AL
no,87.18286866811971,true,648-04-2997,high risk,false,AL
no,74.32933867477348,true,492-01-8103,normal risk,false,AL
no,76.12523842524017,true,788-70-8384,normal risk,false,AL
no,55.231560644572106,true,439-19-7408,normal risk,true,AL
no,81.11753279196783,true,648-98-3500,normal risk,false,AL
yes,60.640188484075715,true,076-38-6101,high risk,true,AL
no,79.6949428589887,true,211-57-2886,normal risk,false,AL
no,86.5390952051798,true,518-66-0178,high risk,true,AL
no,79.19631931055204,true,782-41-9532,normal risk,false,AL
no,74.80101658975258,true,422-95-5778,normal risk,false,AL
no,83.01402806974265,true,739-29-2000,normal risk,false,AL
yes,83.47968313517151,true,488-43-4750,high risk,true,AL
no,84.36222961844712,true,514-01-8657,normal risk,false,AL
no,79.69428415259702,true,464-12-2834,normal risk,false,AL
yes,82.21647729829495,true,108-70-2845,high risk,false,AL
no,81.9590329430979,true,210-29-4830,normal risk,false,AL
no,89.88679320247579,true,096-64-3932,normal risk,false,AL
yes,76.24957368031008,true,556-24-0997,high risk,true,AL
no,74.04896112501403,true,795-22-7158,normal risk,false,AL
no,83.42943674883084,true,686-52-6629,normal risk,true,AL
no,62.31424539013573,true,207-71-6812,normal risk,true,AL
no,61.51792557258769,true,596-96-9797,normal risk,false,AL
no,86.3514921125366,true,617-69-2956,normal risk,false,AL
no,81.56783359396718,true,686-16-4811,normal risk,false,AL
no,60.68927021083206,true,509-40-7418,normal risk,false,AL
no,59.17182650740227,true,249-29-4269,normal risk,false,AL
no,62.26245583274606,true,079-11-5684,normal risk,false,AL
no,66.11549904555464,true,658-91-4873,normal risk,false,AL
no,79.75138477335395,true,664-36-2253,normal risk,false,AL
no,63.76920649149917,true,151-16-9755,normal risk,true,AL
no,79.74262529983763,true,398-53-0383,normal risk,false,AL
no,60.188482131768495,true,347-37-4547,normal risk,true,AL
no,76.31520520137482,true,734-35-0346,normal risk,false,AL
yes,79.59565899128744,true,167-46-6542,high risk,true,AL
no,62.46278303596507,true,484-27-8173,normal risk,false,AL
no,58.70047051525424,true,876-18-4795,normal risk,false,AL
yes,56.45973179027007,true,628-42-6668,high risk,true,AL
no,58.5535257219456,true,619-42-5755,normal risk,false,AL
no,84.92433582765463,true,762-35-1257,normal risk,false,AL
no,84.83160491534069,true,758-61-3361,normal risk,false,AL
no,62.472621271793344,true,586-67-4954,normal risk,true,AL
