smokes,weight,gave_consent,ssn,notes,has_complication,hospital
no,79.03303677051836,True,197-97-5927,normal risk,False,AL
no,57.71268432382291,True,198-28-4977,normal risk,False,AR
no,82.81814311849641,True,198-36-0536,normal risk,False,AL
no,76.70527679180194,True,198-47-9370,normal risk,False,AL
no,63.4531858541477,True,198-52-6988,normal risk,True,AL
no,62.446384259628815,True,198-79-9285,normal risk,False,AR
no,58.67181784287761,True,199-07-3067,normal risk,False,AK
no,60.28206374376277,True,199-24-8238,normal risk,False,AK
no,53.1201337818005,True,199-51-9370,normal risk,False,AR
no,75.02697141593039,True,199-66-9350,normal risk,False,AK
no,82.33765401729805,True,199-76-2279,normal risk,False,AR
no,72.03168822119446,True,199-83-9083,normal risk,False,AR
no,56.04235362728152,True,200-28-2619,normal risk,False,AR
yes,73.39792875921883,True,200-35-0524,high risk,False,AR
yes,80.60718175679668,True,200-49-4588,high risk,True,AR
no,65.68062040187571,True,200-60-1341,normal risk,False,AR
no,66.16318176951705,True,200-65-4235,normal risk,True,AL
yes,60.80621918896894,True,200-70-2684,high risk,False,AK
no,72.02952886280663,True,200-71-2992,normal risk,False,AK
no,60.1436576831838,True,200-81-4980,normal risk,False,AL
no,64.15796852479147,True,200-93-3771,normal risk,False,AK
no,76.47143920758772,True,200-95-3748,normal risk,False,AK
no,72.64647578120423,True,201-18-5542,normal risk,False,AL
no,82.16493278071692,True,201-20-1862,normal risk,False,AR
yes,74.8513315895374,True,201-39-7865,normal risk,True,AR
no,78.00707360989496,True,201-46-7644,normal risk,False,AR
no,56.345789573890656,True,201-55-5236,normal risk,False,AR
no,81.10664765415542,True,201-55-9706,normal risk,False,AK
no,60.68299353721978,True,201-56-2733,normal risk,False,AR
no,64.2187093203898,True,201-96-4190,normal risk,False,AR
no,86.30134234698762,True,202-15-0700,high risk,False,AL
yes,88.20975779943089,True,202-16-6739,normal risk,False,AL
yes,62.3638672343149,True,202-47-7748,high risk,True,AR
no,57.93672156772053,True,202-48-7168,normal risk,True,AR
no,79.77287297931417,True,202-53-2902,normal risk,True,AK
yes,81.15727452095788,True,202-55-8224,high risk,True,AL
no,66.78537513250413,True,202-66-7349,normal risk,False,AK
no,85.3647262085457,True,202-74-8595,high risk,True,AR
yes,85.49899490595415,True,202-80-1548,normal risk,True,AK
no,62.35965665934761,True,203-13-5250,normal risk,False,AK
yes,61.15300945727876,True,203-23-2835,normal risk,False,AL
no,81.90689156729067,True,203-28-0599,normal risk,False,AK
no,77.51457486515463,True,203-40-6900,normal risk,False,AR
no,59.32128928760346,True,203-41-5690,normal risk,False,AL
no,80.57017922548154,True,203-66-2672,normal risk,False,AR
no,76.80816811058256,True,203-88-5175,normal risk,True,AR
yes,75.26823830299838,True,204-02-7576,normal risk,True,AK
no,80.05238421370356,True,204-22-7733,normal risk,False,AK
yes,80.29839576105701,True,204-23-8258,normal risk,True,AK
yes,60.31821790206115,True,204-56-0016,high risk,True,AR
no,84.96927858371474,True,204-62-2582,normal risk,False,AL
no,64.03545743926499,True,204-74-6280,normal risk,False,AL
yes,61.14175877820622,True,204-76-5072,normal risk,True,AR
no,72.89134440133449,True,204-90-8227,normal risk,False,AR
no,78.13087427392203,True,205-16-1790,normal risk,False,AL
no,80.10653786143203,True,205-29-4444,normal risk,False,AK
no,86.54195277613788,True,205-48-8357,high risk,True,AR
no,82.46105750343266,True,205-51-8802,normal risk,False,AK
no,76.16119223110896,True,205-52-8150,normal risk,False,AR
no,85.1325258203001,True,205-54-3794,high risk,True,AL
no,82.06824281311934,True,205-66-5937,normal risk,False,AL
no,76.49197378112694,True,205-86-4182,normal risk,False,AL
yes,79.42677053676736,True,205-95-1521,normal risk,True,AK
no,58.84923634067787,True,205-95-1930,normal risk,False,AK
yes,58.07567088917294,True,206-32-0795,high risk,True,AL
yes,56.84625888356243,True,206-38-4180,normal risk,False,AK
no,72.39332071991657,True,206-46-1392,normal risk,False,AL
yes,80.04397859430453,True,206-51-3210,high risk,True,AL
no,87.07326743826646,True,206-57-5016,high risk,False,AR
no,80.08068102452994,True,206-58-9589,normal risk,False,AL
no,60.22145807720721,True,206-66-4138,normal risk,False,AR
no,81.33171098040687,True,206-81-8722,normal risk,False,AR
no,75.85321786138074,True,206-94-1042,normal risk,False,AK
no,64.6583434082298,True,207-10-0429,normal risk,False,AK
no,52.37476619290879,True,207-38-2873,normal risk,False,AL
no,59.09441114695131,True,207-51-2496,normal risk,False,AK
no,79.63655305915098,True,207-55-2235,normal risk,False,AK
yes,82.46868079475196,True,207-62-0460,normal risk,True,AL
yes,59.04307537453501,True,207-68-4335,normal risk,True,AR
no,62.31424539013573,True,207-71-6812,normal risk,True,AL
no,73.47729394551507,True,207-83-1585,normal risk,False,AK
yes,60.62793025155145,True,207-94-0206,high risk,False,AR
yes,56.82477058181253,True,208-04-5946,normal risk,True,AL
no,81.85786668642622,True,208-22-7778,normal risk,False,AK
no,57.95024541940499,True,208-41-3863,normal risk,False,AR
no,64.28166735037217,True,208-62-4139,normal risk,False,AR
no,65.28535143710249,True,208-77-1000,normal risk,False,AR
no,56.643183539351895,True,208-81-2950,normal risk,False,AR
no,70.91803260922988,True,208-87-2384,normal risk,True,AL
no,79.80067974716994,True,209-19-7257,normal risk,False,AL
no,79.9235693694255,True,209-37-2487,normal risk,False,AL
yes,81.0398659506095,True,209-41-7699,high risk,True,AL
no,81.77466603981273,True,209-64-2527,normal risk,False,AK
no,59.27656710221067,True,209-81-4232,normal risk,False,AR
no,73.91498946851377,True,209-84-9685,normal risk,False,AL
no,81.08199637347015,True,209-94-4142,normal risk,False,AK
no,59.63545617846788,True,210-17-3897,normal risk,False,AK
no,78.71373513224869,True,210-22-9017,normal risk,False,AL
no,81.9590329430979,True,210-29-4830,normal risk,False,AL
yes,62.04439931370322,True,210-40-2306,normal risk,True,AK
no,77.96859184601117,True,210-47-7940,normal risk,False,AK
yes,77.87361235631235,True,210-71-3180,high risk,True,AR
yes,77.8903588012976,True,210-96-6724,normal risk,True,AK
yes,84.97019174303719,True,211-04-0647,normal risk,True,AK
no,61.79358017984398,True,211-28-3856,normal risk,False,AR
no,83.33557104145498,True,211-35-3021,normal risk,False,AR
yes,57.91433913876008,True,211-35-5569,normal risk,True,AL
no,82.31340832122194,True,211-48-4970,normal risk,True,AL
no,56.714872817202334,True,211-55-2001,normal risk,False,AL
no,79.6949428589887,True,211-57-2886,normal risk,False,AL
no,59.62389070430312,True,211-69-4710,normal risk,False,AR
yes,86.85167671764087,True,211-69-7270,normal risk,True,AR
no,56.766746042214734,True,211-75-5792,normal risk,True,AK
no,57.55544997414843,True,211-78-2976,normal risk,False,AK
no,81.33414282956551,True,212-15-6881,normal risk,True,AR
no,58.92594728384447,True,212-28-8355,normal risk,False,AL
no,81.40075872019052,True,212-30-9186,normal risk,False,AR
no,77.74656614339291,True,212-38-3776,normal risk,False,AK
yes,56.956901033294216,True,212-44-3379,high risk,False,AK
no,58.07442426890858,True,212-83-6710,normal risk,False,AL
yes,82.52157415945321,True,212-86-7083,normal risk,True,AK
no,64.98690323398591,True,212-91-3776,normal risk,False,AK
no,73.64777822206572,True,212-96-5836,normal risk,True,AL
no,62.47563505860533,True,213-16-1828,normal risk,False,AR
no,81.24259961929597,True,213-31-9637,normal risk,False,AL
no,77.26193993459951,True,213-45-3111,normal risk,False,AL
no,57.06426593537759,True,213-52-8547,normal risk,True,AL
no,85.66887997447984,True,213-85-4028,normal risk,False,AK
no,61.65217999118275,True,213-88-0081,normal risk,False,AK
no,58.88120131386823,True,214-19-6351,normal risk,False,AL
yes,71.76633823915587,True,214-19-9825,normal risk,True,AR
no,57.76579550530987,True,214-30-0771,normal risk,False,AK
no,75.56606940776328,True,214-41-7047,normal risk,False,AK
yes,60.20977716945179,True,214-44-5033,normal risk,True,AK
no,60.36893162972846,True,214-47-1015,normal risk,False,AL
no,82.58797130328666,True,214-50-5446,normal risk,False,AR
no,59.64741533115111,True,214-68-9743,normal risk,False,AK
no,62.33701874253458,True,214-71-1440,normal risk,False,AK
no,88.88642956061584,True,214-81-3636,high risk,False,AL
no,82.8750840830846,True,214-82-1861,normal risk,False,AK
no,62.65053557983994,True,214-83-8675,normal risk,False,AK
no,58.27087301203692,True,215-38-6477,normal risk,False,AR
no,63.67746080179328,True,215-47-9511,normal risk,False,AK
no,79.10175143198782,True,215-58-3783,normal risk,False,AK
no,64.78821787445726,True,215-72-1150,normal risk,True,AR
yes,60.415394282979975,True,215-90-8843,high risk,True,AK
no,79.67417083545081,True,216-03-9495,normal risk,False,AR
no,55.0909739956297,True,216-08-4197,normal risk,False,AK
no,81.91111600327895,True,216-20-5448,normal risk,True,AR
no,80.27725983724109,True,216-38-2543,normal risk,True,AL
no,76.27570745125882,True,216-44-8163,normal risk,False,AL
no,57.01095395443311,True,216-53-0221,normal risk,False,AR
no,75.5299558790352,True,216-61-6302,normal risk,False,AK
yes,75.05523072012613,True,216-63-3118,normal risk,True,AR
yes,58.50792382803189,True,216-78-8317,normal risk,True,AR
no,57.52876105404738,True,217-16-9633,normal risk,False,AK
no,56.91555640400482,True,217-48-2578,normal risk,False,AK
no,60.75702661974063,True,217-77-8196,normal risk,False,AK
yes,87.42584481565798,True,217-85-0709,high risk,True,AL
yes,76.64135934904982,True,217-85-8292,normal risk,False,AR
no,75.36954589831241,True,217-92-3270,normal risk,False,AR
no,78.68584671736623,True,218-28-1646,normal risk,False,AK
no,77.9025523886816,True,218-30-2038,normal risk,False,AK
no,81.59975497875286,True,218-35-8536,normal risk,False,AR
no,76.18817035018265,True,218-59-6658,normal risk,False,AL
no,77.85970481511156,True,218-73-4881,normal risk,False,AR
no,80.0013413082103,True,218-93-4085,normal risk,False,AR
no,59.56033044557048,True,219-10-5376,normal risk,False,AK
no,76.15479070003789,True,219-11-3014,normal risk,True,AL
no,63.47497464681314,True,219-11-4672,normal risk,False,AK
yes,81.71624167785018,True,219-16-1364,high risk,False,AK
no,90.37529293179942,True,219-20-7751,normal risk,True,AK
no,74.77653783121148,True,219-43-0012,normal risk,True,AK
no,69.61782255351648,True,219-47-0726,normal risk,False,AL
no,56.48566142895805,True,219-66-0225,normal risk,False,AR
yes,59.30774886981983,True,219-67-2298,normal risk,False,AR
no,50.122961913568574,True,219-71-8453,normal risk,False,AL
no,61.29414867709275,True,219-98-2022,normal risk,False,AR
yes,58.30688156544082,True,220-01-6752,high risk,False,AL
no,70.68749571478152,True,220-06-4498,normal risk,False,AR
no,81.93681161908427,True,220-13-3306,normal risk,True,AR
no,61.53121017362624,True,220-18-9149,normal risk,True,AK
no,55.22871097037915,True,220-29-1136,normal risk,True,AL
yes,62.27042703922406,True,220-29-5571,high risk,True,AR
no,65.27067859414741,True,220-34-2293,normal risk,False,AL
no,73.33749708807758,True,220-34-7375,normal risk,False,AL
no,59.05913739977044,True,220-37-9519,normal risk,True,AK
yes,83.27649172928449,True,220-51-1112,high risk,True,AK
no,61.50478436604092,True,220-52-9673,normal risk,False,AK
no,58.98185827318244,True,220-72-3582,normal risk,False,AK
yes,79.89551369940412,True,220-99-5725,high risk,True,AL
no,78.30877626951556,True,220-99-5873,normal risk,False,AR
yes,78.85663897991975,True,221-23-9629,high risk,True,AK
no,75.97816278609201,True,221-27-8284,normal risk,False,AK
no,77.15027698997565,True,221-38-1156,normal risk,False,AK
no,77.40918365632189,True,221-38-6365,normal risk,True,AR
no,61.13111844643252,True,221-42-1882,normal risk,True,AR
no,59.32673615462113,True,221-78-5799,normal risk,False,AL
no,80.78620548066965,True,221-83-5784,normal risk,False,AR
no,60.01300237234303,True,222-01-8949,normal risk,False,AK
no,80.29324739840764,True,222-07-3035,normal risk,False,AL
no,58.384690990713125,True,222-21-5914,normal risk,True,AL
no,56.48253616168681,True,222-40-1616,normal risk,False,AL
no,59.19768348144628,True,222-49-3777,normal risk,False,AR
no,78.10129587911038,True,222-51-9721,normal risk,False,AL
no,77.63358426617269,True,222-53-2980,normal risk,False,AL
no,79.77445684488866,True,222-58-8196,normal risk,True,AK
no,78.25074301027375,True,222-59-3634,normal risk,True,AL
yes,77.27921063039912,True,222-80-4150,high risk,True,AL
no,84.48969387721843,True,222-83-7899,normal risk,False,AL
yes,61.35988136065952,True,222-99-9511,high risk,True,AR
no,80.96352825608595,True,223-16-0951,normal risk,True,AK
no,57.80061857732545,True,223-16-6055,normal risk,False,AK
no,89.43201745523524,True,223-18-4680,high risk,False,AL
no,60.73053108271826,True,223-45-1619,normal risk,True,AR
no,85.82869716064063,True,223-91-8801,normal risk,False,AL
yes,56.35682857578517,True,224-35-2758,normal risk,False,AR
no,58.2008922321723,True,224-55-4872,normal risk,False,AL
no,77.27595989641888,True,224-58-1045,normal risk,False,AL
no,77.80044398376593,True,224-59-5529,normal risk,True,AK
no,84.98954444599936,True,224-89-0439,normal risk,False,AL
no,81.46630668223912,True,225-01-6733,normal risk,False,AL
no,83.94169609416332,True,225-03-9279,normal risk,False,AK
no,65.25994448805983,True,225-04-1452,normal risk,False,AR
no,77.22662737614874,True,225-04-1571,normal risk,False,AR
yes,60.0641182799892,True,225-14-9304,normal risk,True,AR
yes,63.03754698249576,True,225-17-0804,high risk,True,AK
yes,52.84119309309099,True,225-20-7589,normal risk,True,AK
no,67.2018996322557,True,225-22-2837,normal risk,False,AL
no,72.05835100199536,True,225-51-0339,normal risk,False,AK
no,58.43779941589997,True,225-57-1693,normal risk,False,AR
no,59.24819931118932,True,225-68-6175,normal risk,False,AR
no,85.25261042956667,True,225-71-3614,normal risk,False,AK
no,80.41066863345849,True,225-75-2045,normal risk,True,AR
yes,56.79577119593133,True,225-83-4273,normal risk,False,AK
no,76.06476108748791,True,225-85-1911,normal risk,False,AK
no,60.98933226390026,True,225-85-5947,normal risk,True,AL
no,57.276355161716566,True,225-90-8214,normal risk,False,AR
yes,61.01894835795244,True,225-93-7117,normal risk,True,AK
no,62.18032245394358,True,225-99-7578,normal risk,True,AK
yes,58.41807261145651,True,226-02-3269,normal risk,True,AK
no,81.76459957183803,True,226-05-7993,normal risk,False,AK
no,59.85795820369184,True,226-06-9516,normal risk,False,AK
no,64.30042918532953,True,226-42-3605,normal risk,False,AL
no,55.6258773958852,True,226-44-0282,normal risk,False,AR
no,56.97073505028375,True,226-47-1142,normal risk,False,AL
no,83.37239244643445,True,226-56-0621,normal risk,False,AR
no,64.92778708504358,True,226-56-5528,normal risk,False,AL
yes,58.14450899000518,True,226-65-5039,high risk,True,AR
no,58.39083989915137,True,226-77-1190,normal risk,False,AL
no,61.48662230820885,True,226-94-9550,normal risk,True,AR
yes,74.37069976879506,True,226-97-7692,high risk,True,AK
no,84.54635125677257,True,227-02-9825,normal risk,True,AR
no,62.22312429816856,True,227-20-9376,normal risk,False,AK
no,78.90303856014495,True,227-29-6722,normal risk,True,AR
yes,82.12953812568205,True,227-38-3504,high risk,True,AL
yes,59.182901562429166,True,227-49-9787,normal risk,True,AL
yes,82.14666969244152,True,227-50-2330,normal risk,False,AR
no,60.75547814920554,True,227-61-9408,normal risk,False,AL
no,59.76497996878843,True,227-68-1215,normal risk,False,AK
no,61.32556029644479,True,227-99-2549,normal risk,False,AK
no,58.79770095061754,True,228-04-6997,normal risk,True,AK
no,83.82797100509504,True,228-12-8840,normal risk,False,AK
yes,59.66631943956685,True,228-30-2317,high risk,True,AL
no,59.27728948771772,True,228-40-1688,normal risk,False,AR
yes,61.13394032228687,True,228-41-3007,high risk,False,AR
no,83.48884184043189,True,228-44-3834,normal risk,False,AK
no,82.3402278159046,True,228-46-9362,normal risk,False,AR
no,59.96573025111044,True,228-50-5842,normal risk,True,AL
no,67.47011203003369,True,228-56-5900,normal risk,True,AL
no,62.38146575280006,True,228-60-8590,normal risk,False,AR
no,76.26524390770467,True,228-61-5167,normal risk,False,AK
no,73.85649046724825,True,228-69-4607,normal risk,False,AL
no,83.04641183614734,True,228-82-1785,normal risk,False,AL
no,84.63239322504005,True,228-90-6597,normal risk,True,AK
no,59.87760119157127,True,229-01-4627,normal risk,False,AR
yes,53.42132714827696,True,229-08-3901,normal risk,True,AR
no,75.2119566442087,True,229-22-5123,normal risk,False,AR
no,58.05510715861683,True,229-33-0628,normal risk,False,AK
no,84.9018157150295,True,229-40-1961,normal risk,False,AK
no,58.53437364684675,True,229-49-5294,normal risk,False,AL
yes,83.90339433805195,True,229-99-6191,normal risk,True,AL
no,59.68348546808964,True,230-12-1395,normal risk,False,AL
no,77.39539466212273,True,230-13-4890,normal risk,False,AL
yes,72.68887469037384,True,230-36-8477,high risk,False,AL
yes,85.10798223963369,True,230-48-4757,high risk,True,AR
no,58.70100012675768,True,230-52-3002,normal risk,False,AK
no,62.38037776404116,True,230-54-4952,normal risk,False,AL
no,62.29021966815294,True,230-54-8846,normal risk,False,AR
no,66.13661600783699,True,230-66-7416,normal risk,False,AK
no,55.627024059429495,True,230-66-9237,normal risk,False,AK
yes,55.21610285548587,True,230-74-8416,normal risk,False,AL
no,72.17274507108857,True,230-89-4738,normal risk,True,AR
no,53.96793144664784,True,231-09-4084,normal risk,False,AL
yes,72.20120366391518,True,231-24-4348,normal risk,True,AK
no,63.13795964666055,True,231-51-5211,normal risk,False,AR
no,61.22876208822191,True,231-85-3522,normal risk,True,AL
no,63.62445644625311,True,231-98-3943,normal risk,False,AK
yes,62.01971714105399,True,232-04-4803,normal risk,False,AL
no,57.48660163263967,True,232-18-2189,normal risk,False,AR
no,69.13273290346629,True,232-30-8033,normal risk,False,AR
yes,76.01037400914184,True,232-42-8160,normal risk,True,AK
no,78.678396205549,True,232-59-8055,normal risk,False,AR
yes,75.83562563708642,True,232-81-6844,normal risk,False,AL
no,77.10882620859883,True,232-85-2442,normal risk,False,AL
yes,53.75463182233433,True,232-87-3968,normal risk,False,AR
yes,64.3186355115474,True,232-90-2136,high risk,True,AL
no,54.08541772828374,True,232-93-1448,normal risk,False,AR
yes,80.11894232982145,True,233-24-5134,normal risk,False,AR
no,59.21406801790333,True,233-45-7215,normal risk,False,AL
no,58.01148750808499,True,233-99-5896,normal risk,True,AL
yes,73.91238590769929,True,234-02-6532,normal risk,True,AR
yes,65.1090810560138,True,234-13-1900,high risk,False,AL
no,61.54363778432448,True,234-21-2958,normal risk,False,AK
yes,59.11208048274326,True,234-22-3254,high risk,True,AL
yes,58.99827006819175,True,234-57-7032,normal risk,True,AL
no,58.81284375592215,True,234-74-1584,normal risk,False,AK
no,83.2206900407357,True,234-77-2442,normal risk,False,AR
no,75.23219973720545,True,235-04-9773,normal risk,False,AL
no,60.58499331022261,True,235-13-5886,normal risk,False,AR
no,76.90958721685509,True,235-34-1942,normal risk,False,AL
yes,62.43669095145674,True,235-48-8008,high risk,True,AK
no,71.67900615288264,True,235-51-0516,normal risk,True,AR
no,74.56664932964527,True,235-66-7720,normal risk,False,AL
no,57.49871646957819,True,235-72-6983,normal risk,True,AR
yes,80.52014851507194,True,235-92-8827,normal risk,False,AL
no,79.74901717379277,True,235-96-4446,normal risk,False,AR
no,77.16714327567213,True,236-15-9168,normal risk,False,AR
yes,79.97267378126747,True,236-31-1282,high risk,True,AR
no,80.55219750340775,True,236-51-0193,normal risk,False,AK
yes,62.30730053956851,True,236-68-6598,normal risk,False,AR
yes,73.51304761665243,True,236-89-0862,high risk,False,AL
no,56.53920726491395,True,236-99-2859,normal risk,False,AL
yes,75.9128501945463,True,236-99-9675,normal risk,True,AR
no,61.91555589461902,True,237-10-0774,normal risk,False,AR
no,85.77529331527033,True,237-31-4274,normal risk,True,AR
yes,59.98775414052261,True,237-46-3202,normal risk,False,AL
yes,78.08412272966758,True,237-80-8024,normal risk,True,AL
no,62.12952148896388,True,238-09-3255,normal risk,False,AL
no,78.71210082409216,True,238-25-4729,normal risk,False,AK
no,61.51891601007964,True,238-26-8172,normal risk,False,AR
no,60.250894467178114,True,238-27-3637,normal risk,False,AR
yes,74.85375827864189,True,238-71-8202,normal risk,True,AK
no,93.53840877105216,True,238-74-8903,high risk,True,AR
no,73.903531086405,True,238-82-9592,normal risk,False,AR
no,77.29183860050706,True,238-88-4762,normal risk,False,AR
no,85.87021051749426,True,238-88-7611,normal risk,False,AR
yes,62.76446499828784,True,238-99-8319,normal risk,True,AR
no,80.80025994090406,True,239-13-3532,normal risk,False,AR
no,74.80461023406805,True,239-72-1380,normal risk,False,AR
no,73.6834612555515,True,239-94-4717,normal risk,False,AR
no,58.08236062791433,True,240-02-9302,normal risk,False,AK
no,76.27584408327232,True,240-17-0726,normal risk,True,AK
yes,60.39508850551815,True,240-43-6354,high risk,True,AR
no,82.0499546355267,True,240-62-0752,normal risk,False,AL
no,60.44234593929486,True,240-67-8441,normal risk,False,AR
no,64.65130704591047,True,240-68-6759,normal risk,False,AL
yes,75.5331512806944,True,240-83-3212,high risk,True,AR
no,55.15205772067811,True,240-91-8383,normal risk,False,AR
no,61.15090765560343,True,240-96-1181,normal risk,True,AL
yes,77.40869295937425,True,241-02-3525,normal risk,True,AL
no,65.9464728361589,True,241-07-7816,normal risk,False,AK
no,66.34459618082163,True,241-13-0105,normal risk,False,AR
no,58.846065712883096,True,241-18-3298,normal risk,True,AK
no,59.78941284139618,True,241-76-6204,normal risk,True,AR
no,80.87998050336594,True,241-92-0796,normal risk,False,AR
yes,61.370482686612135,True,241-96-9331,high risk,False,AK
no,57.03050054693663,True,241-99-1032,normal risk,False,AK
no,84.09968929770675,True,242-59-0432,normal risk,False,AL
no,53.2714559875004,True,242-66-2193,normal risk,False,AK
no,79.67773499846668,True,242-69-9415,normal risk,False,AL
no,62.657853200527846,True,242-76-3830,normal risk,False,AL
no,80.90582105481747,True,242-80-3579,normal risk,False,AR
yes,82.58131718135694,True,242-87-1078,normal risk,False,AR
yes,60.625429422917406,True,242-87-4406,high risk,False,AR
no,57.18242390538872,True,243-03-5583,normal risk,False,AL
yes,58.92399710356358,True,243-17-3661,high risk,True,AK
no,78.84344067902668,True,243-18-5475,normal risk,False,AK
no,56.37650090163496,True,243-23-4876,normal risk,False,AK
no,56.34911995779469,True,243-25-5879,normal risk,False,AK
yes,74.59943382628386,True,243-28-7085,high risk,True,AK
no,81.55673005871564,True,243-34-8467,normal risk,False,AL
yes,62.62277007690682,True,243-35-3950,high risk,False,AR
no,56.1536369370181,True,243-49-5203,normal risk,False,AL
no,64.69855180845346,True,243-67-9930,normal risk,False,AR
no,77.06730875819765,True,243-95-2707,normal risk,False,AR
no,78.64727464810741,True,244-01-1899,normal risk,False,AK
yes,61.52589942002247,True,244-16-7800,high risk,True,AK
no,82.31707683088948,True,244-22-2822,normal risk,False,AL
no,83.12497169062495,True,244-23-9432,normal risk,True,AL
no,73.48090903379078,True,244-27-3449,normal risk,False,AR
no,55.00605832464818,True,244-36-4443,normal risk,False,AR
no,58.52940763294199,True,244-39-7647,normal risk,False,AL
no,61.65278347410281,True,244-40-4532,normal risk,False,AL
no,60.42500023320481,True,244-49-7013,normal risk,False,AL
yes,60.60125144570871,True,244-55-4971,high risk,True,AR
yes,52.39477246235893,True,244-72-7217,normal risk,True,AR
no,81.4217141549573,True,244-74-9330,normal risk,False,AK
no,84.0006392125999,True,245-01-6899,normal risk,False,AL
no,63.015798955019626,True,246-10-0780,normal risk,False,AR
yes,75.52059366295191,True,246-47-4178,normal risk,True,AR
yes,60.31104230665543,True,246-67-1144,normal risk,True,AK
yes,71.81637997156528,True,246-82-3477,high risk,False,AL
no,60.12475817713696,True,246-84-8263,normal risk,False,AR
no,75.30142127066728,True,247-06-0655,normal risk,False,AR
yes,58.38503024830313,True,247-48-7327,normal risk,False,AR
no,83.7677918190466,True,247-59-9956,normal risk,True,AR
no,81.99662718489787,True,247-91-1205,normal risk,False,AR
yes,58.85308464937704,True,247-93-7995,high risk,True,AL
no,66.2170451050141,True,248-10-7827,normal risk,False,AK
yes,62.7540668746668,True,248-29-7325,normal risk,True,AL
no,64.42605541777245,True,248-32-7197,normal risk,False,AR
no,83.05755491276645,True,248-35-9895,normal risk,False,AR
no,60.81662135107501,True,248-39-1410,normal risk,True,AK
yes,74.83776563941986,True,248-51-6301,high risk,True,AR
no,78.88057131715043,True,248-53-4272,normal risk,True,AR
no,56.43414995616899,True,248-91-8406,normal risk,True,AL
no,56.11559517842913,True,248-95-5762,normal risk,False,AR
no,59.17182650740227,True,249-29-4269,normal risk,False,AL
no,78.796406114628,True,249-46-8731,normal risk,False,AL
no,59.7080857772396,True,249-47-4465,normal risk,False,AK
no,74.99445644107982,True,249-85-5126,normal risk,False,AR
no,79.66772847688325,True,249-99-6134,normal risk,False,AR
no,58.17259621981401,True,250-10-0610,normal risk,False,AL
no,82.8301086761411,True,250-40-9179,normal risk,False,AR
no,74.4441530473163,True,250-43-7531,normal risk,False,AL
no,65.64880460602339,True,250-49-4577,normal risk,False,AK
yes,81.59769076110636,True,250-60-4165,normal risk,True,AL
no,57.3516289145186,True,250-78-9676,normal risk,False,AR
no,76.76770278770476,True,250-79-4404,normal risk,False,AL
no,60.36875124302989,True,250-93-0039,normal risk,False,AR
no,65.15448107661064,True,251-10-5467,normal risk,False,AK
no,79.90485239903865,True,251-33-6184,normal risk,False,AL
no,81.35236254944293,True,251-40-3922,normal risk,False,AL
no,88.10715139659288,True,251-45-6660,high risk,False,AK
yes,73.46631915948163,True,251-47-5342,normal risk,True,AR
yes,79.83417109204073,True,251-84-3332,high risk,True,AL
yes,77.05974688934505,True,252-14-4010,normal risk,True,AL
no,86.96752358031293,True,252-28-9737,high risk,True,AR
no,62.558106176645005,True,252-30-5781,normal risk,False,AR
yes,58.79691996410206,True,252-34-3868,normal risk,False,AL
yes,81.69683222991468,True,252-44-0704,high risk,True,AR
yes,78.098909194197,True,252-62-8920,high risk,True,AR
yes,52.56462896815824,True,252-85-5473,high risk,False,AK
no,61.595831530671525,True,252-87-6203,normal risk,False,AL
no,90.95990495763812,True,253-11-2709,high risk,True,AR
no,68.86448984482747,True,253-20-1918,normal risk,True,AK
no,87.08838909471729,True,253-25-6562,normal risk,True,AR
no,58.10847746790888,True,253-42-5789,normal risk,False,AL
yes,54.77954303719771,True,253-54-7948,normal risk,True,AL
no,81.72508867550596,True,253-76-6441,normal risk,False,AK
yes,80.52697458060919,True,253-82-3990,high risk,True,AR
no,75.4446914632497,True,254-01-0197,normal risk,False,AR
no,79.65921413814016,True,254-05-2880,normal risk,False,AR
yes,58.96081987221805,True,254-10-7025,normal risk,False,AK
yes,77.44353414039055,True,254-27-3265,normal risk,True,AR
no,55.13739541269224,True,254-72-4596,normal risk,False,AL
no,81.42046666191935,True,254-75-6673,normal risk,False,AR
yes,73.15874938833714,True,255-12-3683,high risk,True,AR
no,57.5577360062376,True,255-49-5902,normal risk,False,AR
no,62.92219998518419,True,255-58-0969,normal risk,False,AK
no,83.32437477176123,True,255-60-0907,normal risk,False,AL
yes,56.0173922276004,True,255-69-5679,high risk,True,AK
no,60.9619855751575,True,255-80-9907,normal risk,False,AR
yes,62.85473493585043,True,255-87-4623,normal risk,True,AR
no,77.60370884073572,True,255-92-1174,normal risk,False,AR
no,80.51878454700194,True,255-97-4021,normal risk,False,AL
no,59.30580298899081,True,256-70-3332,normal risk,False,AL
yes,59.83788817324587,True,256-84-1992,normal risk,True,AL
no,82.97591660394238,True,256-86-6301,normal risk,False,AR
no,72.74593369845704,True,257-38-9443,normal risk,False,AL
yes,82.72890275387853,True,257-39-1526,normal risk,True,AR
no,68.78300737115046,True,257-46-1394,normal risk,False,AL
no,78.72345492621385,True,257-83-3651,normal risk,False,AK
no,60.86960170089428,True,257-90-0007,normal risk,False,AK
no,77.88773897345763,True,257-94-2300,normal risk,False,AR
no,75.79262438076911,True,257-99-8932,normal risk,False,AL
yes,62.65788011394225,True,258-07-2727,high risk,False,AR
yes,61.79917933285475,True,258-08-4110,high risk,True,AR
